store_id,month,monthly_revenue_usd,monthly_customer_visits,avg_ticket_usd,renovated_store,renovation_month,post_renovation_period
S012,2025-01,24475,2995,8.42,False,,False
S012,2025-02,24149,3011,8.5,False,,False
S012,2025-03,23786,2961,8.49,False,,False
S012,2025-04,23496,2912,8.5,False,,False
S012,2025-05,23276,2878,8.5,False,,False
S012,2025-06,23090,2883,8.5,False,,False
S012,2025-07,23130,2857,8.49,False,,False
S012,2025-08,23243,2865,8.46,False,,False
S012,2025-09,23408,2905,8.48,False,,False
S012,2025-10,23714,2905,8.44,False,,False
S012,2025-11,24100,2978,8.5,False,,False
S012,2025-12,24371,2998,8.48,False,,False
S012,2026-01,24284,2959,8.44,False,,False
S012,2026-02,24409,2974,8.52,False,,False
S012,2026-03,23862,2948,8.53,False,,False
S012,2026-04,23743,2886,8.49,False,,False
S012,2026-05,23371,2886,8.49,False,,False
S012,2026-06,22969,2851,8.47,False,,False
S013,2025-01,23439,2796,8.37,False,,False
S013,2025-02,23947,2806,8.39,False,,False
S013,2025-03,23683,2857,8.43,False,,False
S013,2025-04,23820,2857,8.35,False,,False
S013,2025-05,23782,2800,8.28,False,,False
S013,2025-06,23909,2806,8.41,False,,False
S013,2025-07,23319,2798,8.39,False,,False
S013,2025-08,22880,2775,8.36,False,,False
S013,2025-09,22851,2745,8.39,False,,False
S013,2025-10,22761,2710,8.43,False,,False
S013,2025-11,22587,2758,8.41,False,,False
S013,2025-12,23051,2741,8.46,False,,False
S013,2026-01,23879,2790,8.38,False,,False
S013,2026-02,23784,2824,8.4,False,,False
S013,2026-03,24095,2874,8.38,False,,False
S013,2026-04,23735,2861,8.4,False,,False
S013,2026-05,23928,2856,8.42,False,,False
S013,2026-06,23861,2811,8.45,False,,False
S014,2025-01,27340,3258,8.83,False,,False
S014,2025-02,27752,3337,8.85,False,,False
S014,2025-03,28227,3348,8.87,False,,False
S014,2025-04,27920,3316,8.91,False,,False
S014,2025-05,27636,3281,8.86,False,,False
S014,2025-06,27581,3189,8.82,False,,False
S014,2025-07,27284,3189,8.85,False,,False
S014,2025-08,26835,3204,8.86,False,,False
S014,2025-09,26949,3199,8.85,False,,False
S014,2025-10,27329,3181,8.85,False,,False
S014,2025-11,27657,3193,8.86,False,,False
S014,2025-12,27818,3252,8.84,False,,False
S014,2026-01,28314,3315,8.91,False,,False
S014,2026-02,28808,3336,8.93,False,,False
S014,2026-03,28735,3361,8.87,False,,False
S014,2026-04,28098,3322,8.81,False,,False
S014,2026-05,28016,3307,8.84,False,,False
S014,2026-06,28215,3270,8.91,False,,False
S015,2025-01,36063,3860,8.78,True,2026-03,False
S015,2025-02,35674,3867,8.67,True,2026-03,False
S015,2025-03,35901,3880,8.74,True,2026-03,False
S015,2025-04,35687,3862,8.7,True,2026-03,False
S015,2025-05,35374,3819,8.77,True,2026-03,False
S015,2025-06,34851,3751,8.77,True,2026-03,False
S015,2025-07,34540,3701,8.71,True,2026-03,False
S015,2025-08,34572,3727,8.73,True,2026-03,False
S015,2025-09,34745,3730,8.74,True,2026-03,False
S015,2025-10,34928,3779,8.78,True,2026-03,False
S015,2025-11,35513,3819,8.77,True,2026-03,False
S015,2025-12,36225,3905,8.79,True,2026-03,False
S015,2026-01,36784,3904,8.78,True,2026-03,False
S015,2026-02,36807,3933,8.71,True,2026-03,False
S015,2026-03,40005,4165,9.01,True,2026-03,True
S015,2026-04,39308,4078,9.02,True,2026-03,True
S015,2026-05,39055,4071,9.06,True,2026-03,True
S015,2026-06,38678,4039,9.04,True,2026-03,True
S016,2025-01,27782,3077,9.22,False,,False
S016,2025-02,27780,3062,9.21,False,,False
S016,2025-03,27735,3017,9.27,False,,False
S016,2025-04,27177,2953,9.22,False,,False
S016,2025-05,26664,2962,9.27,False,,False
S016,2025-06,26880,2933,9.26,False,,False
S016,2025-07,26991,2926,9.29,False,,False
S016,2025-08,27045,2963,9.26,False,,False
S016,2025-09,27483,3001,9.23,False,,False
S016,2025-10,27997,3005,9.28,False,,False
S016,2025-11,28038,3085,9.24,False,,False
S016,2025-12,28685,3103,9.31,False,,False
S016,2026-01,29211,3101,9.34,False,,False
S016,2026-02,28460,3124,9.36,False,,False
S016,2026-03,28969,3096,9.33,False,,False
S016,2026-04,28163,3051,9.34,False,,False
S016,2026-05,27603,2984,9.46,False,,False
S016,2026-06,27927,2983,9.39,False,,False
S017,2025-01,13956,2003,7.14,False,,False
S017,2025-02,14457,2061,7.1,False,,False
S017,2025-03,14517,2058,7.06,False,,False
S017,2025-04,14439,2095,7.06,False,,False
S017,2025-05,14919,2095,7.13,False,,False
S017,2025-06,14683,2073,7.09,False,,False
S017,2025-07,14312,2067,7.09,False,,False
S017,2025-08,14312,2044,7.07,False,,False
S017,2025-09,14423,2026,7.12,False,,False
S017,2025-10,14436,2012,7.15,False,,False
S017,2025-11,14259,2029,7.17,False,,False
S017,2025-12,14489,2052,7.13,False,,False
S017,2026-01,14942,2082,7.11,False,,False
S017,2026-02,15095,2114,7.17,False,,False
S017,2026-03,15071,2115,7.12,False,,False
S017,2026-04,15403,2144,7.2,False,,False
S017,2026-05,15427,2143,7.21,False,,False
S017,2026-06,14996,2130,7.17,False,,False
S018,2025-01,20773,3602,5.29,True,2026-03,False
S018,2025-02,21183,3637,5.31,True,2026-03,False
S018,2025-03,21214,3612,5.27,True,2026-03,False
S018,2025-04,21146,3674,5.32,True,2026-03,False
S018,2025-05,21183,3630,5.32,True,2026-03,False
S018,2025-06,20878,3599,5.32,True,2026-03,False
S018,2025-07,21055,3538,5.33,True,2026-03,False
S018,2025-08,20863,3544,5.34,True,2026-03,False
S018,2025-09,20636,3542,5.38,True,2026-03,False
S018,2025-10,20687,3544,5.37,True,2026-03,False
S018,2025-11,21011,3633,5.38,True,2026-03,False
S018,2025-12,21425,3648,5.31,True,2026-03,False
S018,2026-01,21736,3699,5.36,True,2026-03,False
S018,2026-02,21769,3705,5.37,True,2026-03,False
S018,2026-03,23931,3993,5.48,True,2026-03,True
S018,2026-04,23833,4007,5.51,True,2026-03,True
S018,2026-05,24067,3895,5.55,True,2026-03,True
S018,2026-06,23765,3927,5.51,True,2026-03,True
S019,2025-01,23291,2882,7.91,False,,False
S019,2025-02,23511,2941,8.0,False,,False
S019,2025-03,23427,2896,7.95,False,,False
S019,2025-04,23130,2914,7.98,False,,False
S019,2025-05,23049,2853,7.96,False,,False
S019,2025-06,22401,2809,7.96,False,,False
S019,2025-07,22045,2777,7.94,False,,False
S019,2025-08,21684,2780,8.01,False,,False
S019,2025-09,21836,2779,7.98,False,,False
S019,2025-10,22240,2792,7.96,False,,False
S019,2025-11,22416,2852,7.91,False,,False
S019,2025-12,22714,2875,7.89,False,,False
S019,2026-01,22837,2878,7.89,False,,False
S019,2026-02,23234,2908,7.91,False,,False
S019,2026-03,23098,2914,7.91,False,,False
S019,2026-04,22325,2847,7.91,False,,False
S019,2026-05,22469,2835,7.85,False,,False
S019,2026-06,22042,2788,7.93,False,,False
S020,2025-01,32526,4218,7.69,False,,False
S020,2025-02,32666,4177,7.72,False,,False
S020,2025-03,32679,4135,7.72,False,,False
S020,2025-04,31692,4114,7.69,False,,False
S020,2025-05,31510,4024,7.68,False,,False
S020,2025-06,31265,4054,7.7,False,,False
S020,2025-07,31035,4012,7.65,False,,False
S020,2025-08,31276,3986,7.72,False,,False
S020,2025-09,31681,3986,7.66,False,,False
S020,2025-10,31226,4094,7.69,False,,False
S020,2025-11,32105,4178,7.69,False,,False
S020,2025-12,32403,4166,7.68,False,,False
S020,2026-01,32265,4159,7.72,False,,False
S020,2026-02,32535,4131,7.7,False,,False
S020,2026-03,31799,4123,7.64,False,,False
S020,2026-04,31765,4073,7.68,False,,False
S020,2026-05,31470,4026,7.66,False,,False
S020,2026-06,31009,3983,7.71,False,,False
S021,2025-01,19346,2951,6.46,False,,False
S021,2025-02,19691,2983,6.49,False,,False
S021,2025-03,19677,2982,6.46,False,,False
S021,2025-04,19676,3008,6.54,False,,False
S021,2025-05,19684,2983,6.5,False,,False
S021,2025-06,19476,2951,6.52,False,,False
S021,2025-07,19146,2928,6.49,False,,False
S021,2025-08,19018,2905,6.46,False,,False
S021,2025-09,18830,2853,6.53,False,,False
S021,2025-10,19028,2858,6.5,False,,False
S021,2025-11,18585,2848,6.47,False,,False
S021,2025-12,19126,2881,6.54,False,,False
S021,2026-01,19260,2929,6.48,False,,False
S021,2026-02,19729,2975,6.52,False,,False
S021,2026-03,19545,2998,6.44,False,,False
S021,2026-04,19575,2998,6.52,False,,False
S021,2026-05,19732,2984,6.51,False,,False
S021,2026-06,19634,2953,6.47,False,,False
S022,2025-01,30522,3294,9.17,False,,False
S022,2025-02,30471,3303,9.22,False,,False
S022,2025-03,31075,3316,9.23,False,,False
S022,2025-04,30284,3309,9.25,False,,False
S022,2025-05,30284,3293,9.28,False,,False
S022,2025-06,29791,3265,9.27,False,,False
S022,2025-07,29555,3193,9.21,False,,False
S022,2025-08,29055,3141,9.22,False,,False
S022,2025-09,29748,3165,9.24,False,,False
S022,2025-10,29481,3187,9.26,False,,False
S022,2025-11,29678,3225,9.28,False,,False
S022,2025-12,30079,3274,9.2,False,,False
S022,2026-01,30302,3265,9.24,False,,False
S022,2026-02,30953,3328,9.22,False,,False
S022,2026-03,30898,3305,9.27,False,,False
S022,2026-04,30762,3292,9.3,False,,False
S022,2026-05,30843,3282,9.2,False,,False
S022,2026-06,30485,3275,9.24,False,,False
S023,2025-01,16798,2044,7.4,True,2026-03,False
S023,2025-02,16833,2061,7.41,True,2026-03,False
S023,2025-03,16660,2057,7.42,True,2026-03,False
S023,2025-04,16420,2031,7.4,True,2026-03,False
S023,2025-05,16359,2010,7.39,True,2026-03,False
S023,2025-06,16417,1976,7.43,True,2026-03,False
S023,2025-07,16207,1981,7.43,True,2026-03,False
S023,2025-08,15926,1962,7.42,True,2026-03,False
S023,2025-09,16364,1986,7.44,True,2026-03,False
S023,2025-10,16348,1983,7.46,True,2026-03,False
S023,2025-11,16489,2011,7.43,True,2026-03,False
S023,2025-12,16838,2062,7.42,True,2026-03,False
S023,2026-01,17083,2085,7.51,True,2026-03,False
S023,2026-02,16994,2075,7.42,True,2026-03,False
S023,2026-03,18143,2166,7.69,True,2026-03,True
S023,2026-04,18442,2188,7.66,True,2026-03,True
S023,2026-05,17962,2128,7.65,True,2026-03,True
S023,2026-06,17656,2119,7.64,True,2026-03,True
S024,2025-01,23808,2984,8.0,False,,False
S024,2025-02,23937,2969,8.0,False,,False
S024,2025-03,24041,2942,8.02,False,,False
S024,2025-04,23560,2894,7.96,False,,False
S024,2025-05,22895,2880,7.93,False,,False
S024,2025-06,23035,2868,7.98,False,,False
S024,2025-07,22776,2839,8.0,False,,False
S024,2025-08,23144,2889,8.07,False,,False
S024,2025-09,23688,2917,8.06,False,,False
S024,2025-10,23938,2942,8.02,False,,False
S024,2025-11,24172,2985,8.05,False,,False
S024,2025-12,24219,2997,8.06,False,,False
S024,2026-01,24470,3016,8.02,False,,False
S024,2026-02,24503,3015,8.01,False,,False
S024,2026-03,24542,2965,8.03,False,,False
S024,2026-04,24000,2940,8.02,False,,False
S024,2026-05,23674,2911,8.06,False,,False
S024,2026-06,23582,2919,8.02,False,,False
S025,2025-01,26783,2885,9.48,False,,False
S025,2025-02,27275,2928,9.58,False,,False
S025,2025-03,27619,2952,9.5,False,,False
S025,2025-04,27748,2978,9.52,False,,False
S025,2025-05,27695,2988,9.52,False,,False
S025,2025-06,27402,2948,9.58,False,,False
S025,2025-07,27366,2932,9.61,False,,False
S025,2025-08,27020,2878,9.57,False,,False
S025,2025-09,26859,2828,9.61,False,,False
S025,2025-10,26845,2838,9.52,False,,False
S025,2025-11,26933,2867,9.6,False,,False
S025,2025-12,27479,2927,9.63,False,,False
S025,2026-01,27975,2953,9.59,False,,False
S025,2026-02,27740,2997,9.62,False,,False
S025,2026-03,28286,3020,9.59,False,,False
S025,2026-04,28928,3044,9.6,False,,False
S025,2026-05,28559,3043,9.66,False,,False
S025,2026-06,28690,3034,9.6,False,,False
S026,2025-01,24305,2973,7.85,True,2026-03,False
S026,2025-02,25003,3017,7.91,True,2026-03,False
S026,2025-03,24774,3055,7.81,True,2026-03,False
S026,2025-04,24948,3004,7.83,True,2026-03,False
S026,2025-05,24986,2997,7.86,True,2026-03,False
S026,2025-06,24670,3000,7.85,True,2026-03,False
S026,2025-07,24526,2925,7.84,True,2026-03,False
S026,2025-08,24477,2923,7.91,True,2026-03,False
S026,2025-09,24435,2933,7.84,True,2026-03,False
S026,2025-10,24495,2933,7.89,True,2026-03,False
S026,2025-11,24705,2996,7.91,True,2026-03,False
S026,2025-12,25115,3031,7.89,True,2026-03,False
S026,2026-01,25563,3054,7.89,True,2026-03,False
S026,2026-02,25993,3097,7.9,True,2026-03,False
S026,2026-03,27920,3291,8.18,True,2026-03,True
S026,2026-04,28170,3300,8.15,True,2026-03,True
S026,2026-05,28023,3249,8.13,True,2026-03,True
S026,2026-06,27935,3229,8.17,True,2026-03,True
S027,2025-01,30987,2578,10.56,True,2026-03,False
S027,2025-02,31228,2593,10.59,True,2026-03,False
S027,2025-03,31192,2589,10.57,True,2026-03,False
S027,2025-04,31311,2569,10.6,True,2026-03,False
S027,2025-05,31027,2562,10.59,True,2026-03,False
S027,2025-06,30590,2502,10.62,True,2026-03,False
S027,2025-07,30688,2515,10.62,True,2026-03,False
S027,2025-08,30484,2496,10.67,True,2026-03,False
S027,2025-09,30599,2539,10.68,True,2026-03,False
S027,2025-10,31166,2547,10.67,True,2026-03,False
S027,2025-11,31804,2600,10.7,True,2026-03,False
S027,2025-12,32741,2638,10.64,True,2026-03,False
S027,2026-01,32357,2666,10.73,True,2026-03,False
S027,2026-02,33212,2661,10.71,True,2026-03,False
S027,2026-03,35907,2798,11.05,True,2026-03,True
S027,2026-04,34820,2818,10.99,True,2026-03,True
S027,2026-05,34879,2789,11.13,True,2026-03,True
S027,2026-06,34369,2751,11.04,True,2026-03,True
S028,2025-01,14591,2102,6.94,False,,False
S028,2025-02,14545,2102,6.89,False,,False
S028,2025-03,14398,2087,6.87,False,,False
S028,2025-04,14314,2075,6.85,False,,False
S028,2025-05,14141,2016,6.84,False,,False
S028,2025-06,13952,2019,6.84,False,,False
S028,2025-07,13923,2006,6.86,False,,False
S028,2025-08,13913,2009,6.81,False,,False
S028,2025-09,13905,2027,6.82,False,,False
S028,2025-10,14077,2036,6.87,False,,False
S028,2025-11,14555,2043,6.81,False,,False
S028,2025-12,14509,2094,6.83,False,,False
S028,2026-01,14537,2079,6.81,False,,False
S028,2026-02,14233,2070,6.83,False,,False
S028,2026-03,14248,2047,6.8,False,,False
S028,2026-04,14125,2028,6.81,False,,False
S028,2026-05,13931,2003,6.85,False,,False
S028,2026-06,13723,1977,6.85,False,,False
S029,2025-01,22838,3969,5.95,False,,False
S029,2025-02,23495,4034,5.93,False,,False
S029,2025-03,23761,3994,5.95,False,,False
S029,2025-04,23575,4032,5.95,False,,False
S029,2025-05,23717,4087,5.99,False,,False
S029,2025-06,23227,4015,5.95,False,,False
S029,2025-07,23377,3985,5.92,False,,False
S029,2025-08,22976,3890,5.95,False,,False
S029,2025-09,22389,3863,5.95,False,,False
S029,2025-10,22321,3866,5.93,False,,False
S029,2025-11,22796,3854,5.94,False,,False
S029,2025-12,22712,3878,5.95,False,,False
S029,2026-01,22946,3921,5.94,False,,False
S029,2026-02,23502,4022,5.92,False,,False
S029,2026-03,23378,4045,5.96,False,,False
S029,2026-04,23590,4069,5.92,False,,False
S029,2026-05,23390,4009,5.94,False,,False
S029,2026-06,23059,3976,5.98,False,,False
S030,2025-01,38102,4082,9.23,False,,False
S030,2025-02,38399,4163,9.26,False,,False
S030,2025-03,38574,4182,9.18,False,,False
S030,2025-04,38428,4155,9.22,False,,False
S030,2025-05,38272,4081,9.21,False,,False
S030,2025-06,37240,3999,9.27,False,,False
S030,2025-07,37485,3979,9.24,False,,False
S030,2025-08,36739,3956,9.25,False,,False
S030,2025-09,36537,3928,9.23,False,,False
S030,2025-10,36521,3944,9.28,False,,False
S030,2025-11,37152,3963,9.18,False,,False
S030,2025-12,37005,4076,9.23,False,,False
S030,2026-01,38084,4057,9.23,False,,False
S030,2026-02,38097,4122,9.19,False,,False
S030,2026-03,38722,4116,9.24,False,,False
S030,2026-04,37934,4075,9.18,False,,False
S030,2026-05,38464,4067,9.24,False,,False
S030,2026-06,37321,4045,9.23,False,,False
S031,2025-01,15979,3285,5.13,False,,False
S031,2025-02,16214,3316,5.17,False,,False
S031,2025-03,16256,3289,5.14,False,,False
S031,2025-04,16054,3252,5.15,False,,False
S031,2025-05,15778,3200,5.15,False,,False
S031,2025-06,15800,3170,5.15,False,,False
S031,2025-07,15615,3132,5.12,False,,False
S031,2025-08,15345,3123,5.13,False,,False
S031,2025-09,15609,3184,5.17,False,,False
S031,2025-10,15803,3181,5.15,False,,False
S031,2025-11,15944,3213,5.14,False,,False
S031,2025-12,16235,3280,5.19,False,,False
S031,2026-01,16409,3270,5.14,False,,False
S031,2026-02,16320,3298,5.1,False,,False
S031,2026-03,16223,3278,5.11,False,,False
S031,2026-04,16118,3250,5.17,False,,False
S031,2026-05,16101,3250,5.18,False,,False
S031,2026-06,16061,3185,5.15,False,,False
S032,2025-01,37448,3317,9.76,True,2026-03,False
S032,2025-02,37197,3348,9.68,True,2026-03,False
S032,2025-03,36922,3301,9.72,True,2026-03,False
S032,2025-04,36158,3288,9.71,True,2026-03,False
S032,2025-05,35700,3218,9.73,True,2026-03,False
S032,2025-06,35271,3200,9.69,True,2026-03,False
S032,2025-07,35477,3209,9.75,True,2026-03,False
S032,2025-08,35436,3243,9.72,True,2026-03,False
S032,2025-09,36017,3246,9.73,True,2026-03,False
S032,2025-10,36246,3277,9.73,True,2026-03,False
S032,2025-11,37472,3350,9.82,True,2026-03,False
S032,2025-12,37611,3356,9.81,True,2026-03,False
S032,2026-01,37470,3353,9.8,True,2026-03,False
S032,2026-02,37012,3388,9.74,True,2026-03,False
S032,2026-03,40172,3502,10.03,True,2026-03,True
S032,2026-04,39484,3461,9.97,True,2026-03,True
S032,2026-05,39490,3450,10.01,True,2026-03,True
S032,2026-06,39031,3415,10.06,True,2026-03,True
S033,2025-01,36754,3695,9.62,True,2026-03,False
S033,2025-02,36546,3753,9.56,True,2026-03,False
